"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","workers_total","main_workers_total","marginal_workers_total","industry_agriculture","industry_mining","industry_manufacturing","industry_utilities","industry_construction","industry_trade","industry_transport","industry_accommodation_food","industry_information_communication","industry_finance_realestate_professional","industry_administrative_public","industry_education_health","industry_other_services","census_year","main_worker_share_among_workers","marginal_worker_share_among_workers","agriculture_share_among_workers","mining_share_among_workers","manufacturing_share_among_workers","utilities_share_among_workers","construction_share_among_workers","trade_share_among_workers","transport_share_among_workers","accommodation_food_share_among_workers","information_communication_share_among_workers","finance_realestate_professional_share_among_workers","administrative_public_share_among_workers","education_health_share_among_workers","other_services_share_among_workers"
"pc2001__22__12",1,"Mahasamund",TRUE,499746,341439,158307,420158,1306,11903,1353,7637,14174,3295,6990,385,1718,5141,13299,12387,2011,0.683225078339797,0.316774921660203,0.840743097493527,0.00261332757040577,0.0238180995945941,0.00270737534667611,0.0152817631356729,0.0283624081033165,0.00659334942150613,0.0139871054495684,0.000770391358810276,0.00343774637515858,0.0102872259107627,0.0266115186514749,0.024786591588527
"pc2001__22__13",1,"Dhamtari",TRUE,402817,335476,67341,323081,406,17060,1406,9026,14624,2004,6326,336,1780,5654,12586,8528,2011,0.83282483112679,0.16717516887321,0.802054034462299,0.00100790185121283,0.0423517378859383,0.00349041872612129,0.0224071973129237,0.0363043267786613,0.00497496381731655,0.0157044017506709,0.000834125669969242,0.00441888003733705,0.0140361504107324,0.0312449573875978,0.0211709039092193
"pc2001__23__01",1,"Sheopur",TRUE,277509,196097,81412,228701,681,7243,214,9283,9765,980,3870,189,808,3357,6132,6286,2011,0.706632938030839,0.293367061969161,0.824121019498467,0.002453974465693,0.0261000544126497,0.000771146161025408,0.0334511673495274,0.0351880479552015,0.00353141699908832,0.0139454936596651,0.000681058992681318,0.00291161728088098,0.0120969049652444,0.0220965806514383,0.0226515176084379
"pc2001__23__02",1,"Morena",TRUE,676388,521318,155070,501385,2935,30222,1393,27193,28595,2437,15529,877,3060,13518,20272,28972,2011,0.770738097068546,0.229261902931454,0.741268325280756,0.00433922541499849,0.0446814550228567,0.00205946882558532,0.0402032561192688,0.0422760309171659,0.00360296161374832,0.0229587160032407,0.00129659307971164,0.00452403058599502,0.0199855704122486,0.029970963411533,0.0428334033128914
"pc2001__23__03",1,"Bhind",TRUE,521034,422260,98774,398752,999,18333,1035,16197,21438,2006,7323,629,2657,12970,16713,21982,2011,0.810426958701352,0.189573041298648,0.765308981755509,0.00191734128674904,0.0351858036135838,0.00198643466645171,0.0310862630845588,0.0411451076129389,0.00385003665787645,0.0140547449878511,0.0012072148842494,0.00509947527416637,0.0248928092984335,0.0320766015269637,0.0421891853506681
"pc2001__23__04",1,"Gwalior",TRUE,686535,561045,125490,263023,7503,68997,4031,61049,75516,7861,33726,5107,13369,51302,37430,57621,2011,0.817212523760624,0.182787476239376,0.383116665574224,0.0109287945989644,0.10050033865717,0.0058715141981108,0.0889233615183494,0.109995848718565,0.0114502538108035,0.0491249535711945,0.0074388050135827,0.0194731514052452,0.0747259790105384,0.0545201628467595,0.0839301710764928
"pc2001__23__07",2,"Ashoknagar;Guna",TRUE,829623,594214,235409,637617,1641,36799,2048,30918,34032,4010,13898,847,3505,11754,20478,32076,2011,0.716245812857165,0.283754187142835,0.768562346993755,0.00197800687782282,0.0443562919542973,0.00246859115525968,0.0372675299503509,0.0410210420877917,0.00483352076786685,0.016752187439355,0.00102094565844968,0.00422481054647714,0.0141678810736925,0.0246835008190467,0.0386633446758347
"pc2001__23__09",1,"Chhatarpur",TRUE,752908,554652,198256,551956,1530,36888,1224,53562,30288,3760,11744,1302,3778,11772,20760,24344,2011,0.736679647446966,0.263320352553034,0.733098864668724,0.00203212079032232,0.0489940337996143,0.00162569663225786,0.0711401658635584,0.0402280225472435,0.00499397004680519,0.0155981872951277,0.0017292949470586,0.00501787735022074,0.0156353764337741,0.0275730899392754,0.0323332996860174
"pc2001__23__10",1,"Panna",TRUE,432242,276756,155486,340334,5638,15438,446,23372,10038,1426,3762,348,1192,5116,12372,12760,2011,0.640280213398976,0.359719786601024,0.787369112672993,0.013043619083754,0.0357161034790696,0.00103182939186844,0.0540715617640118,0.0232231018734875,0.0032990778314,0.00870345778522217,0.000805104547915288,0.00275771442849145,0.0118359622618811,0.028622854789678,0.0295205000902272
"pc2001__23__11",1,"Sagar",TRUE,1004992,778785,226207,593742,2962,177736,3740,50742,47930,7368,22816,1746,5700,25502,28504,36504,2011,0.774916616251672,0.225083383748328,0.590792762529453,0.00294728714258422,0.176853149079794,0.00372142265809081,0.0504899541488887,0.0476919219257467,0.00733140164299815,0.0227026682799465,0.00173732726230657,0.0056716869388015,0.0253753263707572,0.0283624148251926,0.0363226771954404
"pc2001__23__12",1,"Damoh",TRUE,573538,389022,184516,373324,742,90022,972,31282,19422,3146,8442,618,2168,7826,13898,21676,2011,0.678284612353497,0.321715387646503,0.650914150413748,0.00129372421705275,0.156959085535745,0.00169474385306641,0.0545421576251268,0.033863492915901,0.00548525119521287,0.014719164205336,0.00107752232633234,0.00378004596033741,0.0136451290062733,0.0242320473970338,0.0377934853488348
"pc2001__23__15",1,"Umaria",TRUE,290386,139177,151209,215226,5746,9672,3295,21389,6551,1065,3557,252,864,4109,6935,11725,2011,0.479282747790871,0.520717252209129,0.741172095073454,0.0197874553180938,0.0333073908521761,0.0113469657628123,0.0736571322308927,0.0225596275302528,0.00366753218130351,0.0122492131163348,0.000867810431632379,0.00297535005131101,0.0141501312046724,0.0238820053308355,0.0403772909162287
"pc2001__23__16",2,"Anuppur;Shahdol",TRUE,839772,467338,372434,608832,26606,32360,3450,51396,25448,3564,13182,1028,4154,11538,23976,34238,2011,0.556505813482707,0.443494186517293,0.7249967848416,0.0316824090348333,0.0385342688253478,0.00410825795573084,0.0612023263457224,0.0303034633209967,0.00424400908818108,0.0156971177891142,0.00122414179086704,0.00494658073858142,0.0137394435632529,0.0285506065932182,0.0407705901125544
"pc2001__23__18",1,"Neemuch",TRUE,419354,358941,60413,316918,2028,17894,878,12190,23694,2978,8172,686,2462,8940,11158,11356,2011,0.855937942645116,0.144062057354884,0.755729049919638,0.00483600967201934,0.0426703930330938,0.0020936964950853,0.0290685196755009,0.0565011899254568,0.00710139881818225,0.0194871158973087,0.001635849425545,0.00587093481879271,0.0213185041754699,0.0266075916767218,0.0270797464671852
"pc2001__23__19",1,"Mandsaur",TRUE,679415,535045,144370,551989,803,24815,1192,14367,30068,3567,10220,852,3166,8282,15149,14945,2011,0.787508371172258,0.212491628827742,0.812447473193851,0.00118189913381365,0.0365240685001067,0.00175445051993259,0.021146133070362,0.044255719994407,0.00525010486963049,0.0150423526121737,0.00125402000250215,0.00465989122995518,0.0121898986628202,0.022297123260452,0.0219968649499937
"pc2001__23__20",1,"Ratlam",TRUE,691566,471686,219880,528112,287,29550,1441,18525,34321,4786,17108,1480,4678,10558,17123,23597,2011,0.682054930404329,0.317945069595671,0.76364656446384,0.000415000159059294,0.042729110453666,0.00208367675680991,0.0267870311727297,0.0496279458504322,0.00692052530054977,0.0247380582619736,0.00214007050664723,0.00676435799330794,0.015266800276474,0.0247597481657571,0.0341211106387532
"pc2001__23__21",1,"Ujjain",TRUE,897417,682231,215186,597766,1307,73586,2651,37598,54526,7825,24608,2717,9164,18644,28859,38166,2011,0.760216265125354,0.239783734874646,0.666096140367299,0.00145640209623843,0.0819975552056625,0.00295403363207962,0.0418957964914861,0.0607588222643431,0.00871946932139685,0.0274209202633781,0.00302757803785754,0.0102115293113458,0.0207751803230828,0.032157848580983,0.0425287241048476
"pc2001__23__23",1,"Dewas",TRUE,742585,528572,214013,576173,798,43327,1259,21671,27718,3306,12804,1184,3855,10942,17927,21621,2011,0.711799995960058,0.288200004039942,0.77590174862137,0.00107462445376624,0.0583461825918918,0.00169542880612994,0.0291831911498347,0.0373263666785621,0.0044520155941744,0.0172424705589259,0.00159443026724213,0.00519132489883313,0.014735013500138,0.0241413440885555,0.0291158587905762
"pc2001__23__24",2,"Alirajpur;Jhabua",TRUE,882060,635806,246254,780751,988,15517,929,15849,15817,2390,7097,400,1905,7824,19719,12874,2011,0.720819445389203,0.279180554610797,0.885145001473823,0.00112010520826248,0.0175917738022357,0.00105321633448972,0.0179681654309231,0.0179318867197243,0.00270956624265923,0.00804593791805546,0.000453483889984808,0.00215971702605265,0.00887014488810285,0.0223556220665261,0.0145953789991611
"pc2001__23__25",1,"Dhar",TRUE,1027772,783163,244609,828731,380,57902,1454,19077,29199,4330,13666,928,3065,11808,23197,34035,2011,0.762000716112134,0.237999283887866,0.806337397788615,0.000369731808222057,0.0563373977886146,0.00141471065567071,0.01856150975119,0.0284099975480943,0.00421299665684607,0.0132967233977964,0.000902923994815971,0.0029821789268437,0.0114889294512791,0.0225701809350712,0.0331153212969413
"pc2001__23__26",1,"Indore",TRUE,1267714,1136735,130979,346789,1679,212868,4747,113901,172216,19515,75194,14653,37187,70001,65913,133051,2011,0.896680954852593,0.103319045147407,0.273554603009827,0.00132443122029101,0.16791484514646,0.00374453543938144,0.0898475523659122,0.135847675422059,0.0153938506634777,0.0593146403684112,0.0115586007569531,0.0293339033883037,0.0552182905608047,0.0519935884592266,0.104953483198892
"pc2001__23__28",1,"Barwani",TRUE,654131,526008,128123,560886,214,18022,622,10523,19279,2789,8297,432,1652,5830,14000,11585,2011,0.804132505568457,0.195867494431544,0.857452100573127,0.0003271515950169,0.0275510562868905,0.000950879869628561,0.0160869917493591,0.0294726897211721,0.00426367195561745,0.0126840036628749,0.000660418173118229,0.00252548801386878,0.00891258784555387,0.0214024407954981,0.0177105197582747
"pc2001__23__30",1,"Rajgarh",TRUE,746093,472184,273909,621301,528,20566,866,16881,21996,3308,8992,637,2217,8911,16817,23073,2011,0.632875526241367,0.367124473758633,0.832739350188247,0.000707686575266086,0.0275649282328074,0.00116071320867506,0.0226258656762629,0.0294815793741531,0.00443376361928071,0.0120521168272588,0.000853780962963062,0.00297147942682749,0.0119435512730987,0.0225400854853215,0.0309250991498379
"pc2001__23__31",1,"Vidisha",TRUE,549960,397142,152818,402250,6832,23764,629,22067,28640,3211,9801,971,3124,9391,18171,21109,2011,0.722128882100516,0.277871117899484,0.731416830314932,0.0124227216524838,0.0432104153029311,0.00114371954323951,0.0401247363444614,0.0520765146556113,0.00583860644410503,0.0178212960942614,0.00176558295148738,0.00568041312095425,0.0170757873299876,0.0330405847698014,0.0383827914757437
"pc2001__23__32",1,"Bhopal",TRUE,868515,707379,161136,188246,2279,93375,3666,112506,105076,15077,48869,11839,25891,85624,55439,120628,2011,0.814469525569507,0.185530474430493,0.216744673379274,0.00262401915913945,0.10751109652683,0.00422099791022608,0.129538349942143,0.120983517843676,0.0173595159553951,0.0562673068398358,0.0136313132185397,0.0298106538171477,0.0985866680483354,0.0638319430291935,0.138889944330265
"pc2001__23__33",1,"Sehore",TRUE,586253,372012,214241,454437,1154,22942,1560,21346,23970,3204,9712,692,3122,8790,15076,20248,2011,0.634558799699106,0.365441200300894,0.775155095155163,0.00196843342379485,0.039133275224178,0.00266096719334485,0.0364109010956021,0.0408867843746642,0.00546521723556212,0.0165662265267726,0.00118037775499656,0.00532534588309143,0.0149935266855777,0.0257158598761968,0.0345379895710555
"pc2001__23__34",1,"Raisen",TRUE,517271,369972,147299,372120,2225,43051,661,22005,19217,2800,9960,540,2063,8795,14304,19530,2011,0.715238240690083,0.284761759309917,0.719390802886688,0.00430142033866194,0.0832271671908922,0.00127786015454182,0.0425405638437105,0.0371507391676703,0.00541302334752963,0.0192548973362125,0.00104394021702357,0.00398823827355487,0.0170026929791154,0.0276528164153799,0.0377558378490192
"pc2001__23__35",1,"Betul",TRUE,787205,512172,275033,622018,9103,22681,5478,28886,23069,2978,13396,999,3501,11376,22970,20750,2011,0.650620867499571,0.349379132500429,0.790160123474825,0.0115636968769253,0.0288120629315109,0.00695879726373689,0.0366943807521548,0.0293049459797638,0.00378300442705521,0.0170171683360751,0.001269046817538,0.00444738028848902,0.0144511277240363,0.0291791845834313,0.0263590805444579
"pc2001__23__36",1,"Harda",TRUE,231127,163977,67150,172168,325,10203,360,8362,11162,1021,4883,322,1495,3703,6436,10687,2011,0.709467089522211,0.290532910477789,0.744906479987193,0.00140615332695877,0.0441445612152626,0.00155758522370818,0.0361792434462438,0.0482937951861963,0.00441748475946125,0.0211269129093529,0.00139317345009454,0.00646830530401035,0.0160214946760872,0.0278461624994051,0.0462386480160258
"pc2001__23__38",1,"Katni",TRUE,543282,316022,227260,342670,8022,57208,904,39336,26528,3410,16286,752,3266,7932,14726,22242,2011,0.581690540087836,0.418309459912164,0.630740573035735,0.0147658122301125,0.10530074620547,0.00166396088955644,0.072404386672115,0.0488291531837977,0.00627666662985337,0.0299770653178276,0.00138417985502925,0.00601161091293288,0.0146001524070372,0.0271056283845222,0.0409400642760114
"pc2001__23__39",1,"Jabalpur",TRUE,1005127,744166,260961,403303,4517,153039,4800,90089,89402,12022,38915,6511,16948,62160,43749,79672,2011,0.740370122382545,0.259629877617455,0.401245812718194,0.00449395946979834,0.15225837133019,0.00477551592982777,0.089629469708803,0.0889459739913464,0.0119606776059145,0.0387165005019266,0.00647778837898096,0.0168615508289002,0.0618429312912697,0.043525843002924,0.0792656052419246
"pc2001__23__41",1,"Dindori",TRUE,389925,250137,139788,343130,130,5666,285,6153,4529,686,1755,115,476,3225,8322,15453,2011,0.641500288517022,0.358499711482977,0.879989741616978,0.000333397448227223,0.0145309995511957,0.000730909790344297,0.01577995768417,0.0116150541770853,0.0017593126883375,0.00450086555106751,0.000294928511893313,0.00122074757966276,0.00827082131179073,0.0213425658780535,0.0396306982111945
"pc2001__23__42",1,"Mandla",TRUE,559981,325260,234721,472342,648,11067,830,13321,11501,1815,5256,425,1715,7755,14746,18560,2011,0.580841135681389,0.419158864318611,0.843496475773285,0.00115718211867903,0.0197631705361432,0.00148219314583888,0.0237883071032767,0.0205381968316782,0.00324118139722598,0.00938603274039655,0.000758954321664485,0.00306260390977551,0.0138486841517837,0.0263330362994459,0.0331439816708067
"pc2001__23__44",1,"Seoni",TRUE,684173,397241,286932,557766,970,16834,1336,25398,18180,2986,8679,710,2521,9786,18766,20241,2011,0.580614844491086,0.419385155508914,0.815241174381333,0.00141777006692752,0.0246048879450081,0.00195272248393316,0.0371221898554898,0.0265722266151982,0.00436439321633563,0.012685388052437,0.00103774922424591,0.00368474055538585,0.0143033998710852,0.0274287351298575,0.0295846226027628
"pc2001__23__45",1,"Balaghat",TRUE,893021,530511,362510,727237,6544,33486,1536,28480,21098,3136,9310,732,3118,12078,22516,23750,2011,0.594063297503642,0.405936702496358,0.814355989388827,0.00732793517733625,0.037497438470092,0.00172000434480264,0.031891747226549,0.0236254242621394,0.00351167553730539,0.0104252867513754,0.000819689570570009,0.00349151923638974,0.0135248779144051,0.025213292856495,0.0265951192637127
"pc2001__24__01",1,"Kachchh",TRUE,778355,688435,89920,327397,6798,115414,19916,64954,66032,7386,58466,2172,8422,24532,22214,54652,2011,0.884474307995709,0.115525692004291,0.420626834799031,0.00873380398404327,0.148279384085668,0.0255872962851141,0.0834503536304129,0.0848353257832223,0.00948924334012115,0.075114825497363,0.0027905004785734,0.010820255538925,0.0315177521824874,0.0285396766257042,0.070214747769334
"pc2001__24__03",1,"Patan",TRUE,554250,445295,108955,399080,544,26844,3644,19452,32174,5934,13270,816,3542,5366,15910,27674,2011,0.803419034731619,0.196580965268381,0.720036084799278,0.000981506540369869,0.0484330175913396,0.00657465042850699,0.0350960757780785,0.0580496165990077,0.0107063599458728,0.0239422643211547,0.0014722598105548,0.00639061795218764,0.00968155164636897,0.0287054578258908,0.0499305367613893
"pc2001__24__04",1,"Mahesana",TRUE,811707,698477,113230,506151,1638,68766,5872,32586,57060,3444,23862,2000,9606,12792,28876,59054,2011,0.860503851759317,0.139496148240683,0.623563675069945,0.00201796953826935,0.0847177614582602,0.00723413744121955,0.0401450277008822,0.0702963014979543,0.00424291031123299,0.0293973071564,0.00246394327017015,0.0118343195266272,0.0157593811560083,0.0355744129347166,0.072752852938314
"pc2001__24__07",1,"Ahmadabad",TRUE,2594647,2332385,262262,456777,3179,631935,36390,205279,396778,23410,154119,32578,91822,88405,115953,358022,2011,0.898921895733793,0.101078104266207,0.17604591298932,0.00122521483654617,0.243553361979491,0.0140250292236285,0.0791163499312238,0.152921765465591,0.00902242193254034,0.0593988315173509,0.0125558505646433,0.0353890143823033,0.0340720722317911,0.0446893161189171,0.137984858826653
"pc2001__24__08",1,"Surendranagar",TRUE,724446,586924,137522,486474,5934,64166,4734,35658,38406,2680,20238,1086,4256,9918,17378,33518,2011,0.81016942601657,0.18983057398343,0.671511748287657,0.00819108670625554,0.0885725092001336,0.00653464854523318,0.0492210599547792,0.0530143033435204,0.00369937855961659,0.027935829585642,0.00149907653572523,0.00587483401109261,0.0136904614008498,0.023987985301872,0.0462670785676227
"pc2001__24__09",1,"Rajkot",TRUE,1479864,1325344,154520,598021,3262,318042,14791,92781,163642,9241,62544,6919,26575,25916,45130,113000,2011,0.895584999702675,0.104415000297325,0.404105377250883,0.00220425660736392,0.214912992004671,0.0099948373634334,0.0626956260845591,0.110579080239806,0.00624449273717044,0.0422633431180163,0.00467542963407448,0.0179577312509798,0.0175124200602217,0.030496045582567,0.0763583680662547
"pc2001__24__11",1,"Porbandar",TRUE,230608,194853,35755,126770,4248,18726,2448,14080,20490,1266,14112,578,2136,3352,5702,16700,2011,0.84495334073406,0.15504665926594,0.549720738222438,0.0184208700478734,0.0812027336432387,0.0106154166377576,0.0610559911191286,0.0888520779851523,0.00548983556511483,0.0611947547353084,0.00250641781724832,0.00926247138000416,0.014535488794838,0.0247259418580448,0.0724172621938528
"pc2001__24__13",1,"Amreli",TRUE,657463,529735,127728,460413,2136,70878,3342,17904,35670,1628,15524,858,3680,6080,14992,24358,2011,0.805725949597164,0.194274050402836,0.700287316548612,0.00324885202665397,0.107805306154111,0.00508317578327602,0.0272319506953243,0.0542540036473535,0.00247618497162578,0.0236119751225544,0.00130501640396494,0.00559727315453493,0.00924766869010119,0.0228028041121706,0.0370484726897179
"pc2001__24__14",1,"Bhavnagar",TRUE,1149997,991660,158337,591752,1470,233995,26626,52505,81844,4562,35505,2483,10403,12572,29283,66997,2011,0.862315292996417,0.137684707003583,0.514568298873823,0.00127826420416749,0.203474443846375,0.0231531038776623,0.0456566408434109,0.0711688813101252,0.00396696687034836,0.0308739935843311,0.00215913606731148,0.00904611055507101,0.0109322024318324,0.0254635446875079,0.0582584128480335
"pc2001__24__15",1,"Anand",TRUE,845167,690083,155084,557989,226,67176,5586,28508,51366,3348,20746,2176,7534,8792,29364,62356,2011,0.816504903764581,0.183495096235419,0.660211532158733,0.000267402773653018,0.0794825164730757,0.00660934466206087,0.0337306118199125,0.0607761542984996,0.00396134728402789,0.0245466280628562,0.00257463909499543,0.00891421458717626,0.0104026778139705,0.0347434294050762,0.0737795015659627
"pc2001__24__17",1,"Panch Mahals",TRUE,1098069,685871,412198,877197,860,42428,4607,31781,33262,1441,17947,1640,3300,9923,29564,44119,2011,0.624615575159667,0.375384424840333,0.798854170366343,0.000783193041603032,0.0386387376385273,0.00419554691007578,0.0289426256455651,0.0302913569183722,0.00131230368947671,0.0163441459507554,0.00149353091654532,0.00300527562475582,0.00903677273468243,0.0269236268394791,0.0401787137238188
"pc2001__24__18",1,"Dohad",TRUE,998962,553356,445606,834893,111,17918,2096,55785,19928,1034,9765,513,1981,4563,17979,32396,2011,0.553930980357611,0.446069019642389,0.835760519419157,0.000111115337720554,0.0179366182097017,0.0020981779086692,0.0558429649976676,0.0199487067576144,0.00103507440723471,0.00977514660217306,0.000513533047303101,0.00198305841463439,0.00456774131548547,0.017997681593494,0.0324296619891447
"pc2001__24__20",1,"Narmada",TRUE,294886,194004,100882,254774,150,6168,921,4700,5297,574,2288,136,763,3213,6083,9819,2011,0.65789491532321,0.34210508467679,0.863974552878061,0.000508671147494286,0.020916557584965,0.00312324084561492,0.0159383626214876,0.0179628737885149,0.00194651492441147,0.00775893056977951,0.000461195173728153,0.00258744057025427,0.0108957359793276,0.0206283106013849,0.033297613314976
"pc2001__24__21",1,"Bharuch",TRUE,627719,527074,100645,344267,5708,90734,3938,24854,42862,2300,23198,1460,4840,9856,18384,55318,2011,0.839665519125596,0.160334480874404,0.548441261137547,0.00909324076537431,0.14454556895681,0.00627350773196287,0.03959414961153,0.0682821453548483,0.00366405987392448,0.0369560265023044,0.00232588148518684,0.00771045643034543,0.0157012930945216,0.0292869898792294,0.0881254191764149
"pc2001__24__23",1,"The Dangs",TRUE,118257,88038,30219,105367,4,923,88,870,1242,175,467,22,91,625,789,7594,2011,0.744463329866308,0.255536670133692,0.891000109930068,3.38246361737572e-05,0.00780503479709446,0.000744141995822657,0.00735685836779218,0.0105025495319516,0.00147982783260188,0.00394902627328615,0.000186035498955664,0.000769510472952975,0.00528509940214956,0.0066719094852736,0.064216071775878
"pc2001__24__24",1,"Navsari",TRUE,591947,510192,81755,333501,1610,86154,3478,25128,41474,2742,15836,1606,6744,7164,24694,41816,2011,0.861887973078671,0.138112026921329,0.563396723017432,0.00271983809361311,0.145543435476487,0.00587552601837665,0.0424497463455343,0.070063705027646,0.00463217146129637,0.0267523950623958,0.00271308073188985,0.0113929118654204,0.0121024348463629,0.0417165725985603,0.070641459454985
"pc2001__24__25",1,"Valsad",TRUE,742928,576822,166106,361868,1020,157184,3992,33494,45134,3114,28394,1992,7080,8308,21492,69856,2011,0.776417095600112,0.223582904399888,0.487083539723903,0.00137294596515409,0.211573665281158,0.00537333362048543,0.0450837766243835,0.0607515129326126,0.00419152327008808,0.0382190467986131,0.00268128270841858,0.00952986022871665,0.0111827794887257,0.0289287791010704,0.0940279542566709
"pc2001__25__01",1,"Diu",TRUE,15750,14718,1032,6970,1,1186,167,727,1373,386,2578,43,153,675,835,656,2011,0.93447619047619,0.0655238095238095,0.442539682539683,6.34920634920635e-05,0.0753015873015873,0.0106031746031746,0.0461587301587302,0.0871746031746032,0.0245079365079365,0.16368253968254,0.00273015873015873,0.00971428571428571,0.0428571428571429,0.053015873015873,0.0416507936507937
"pc2001__25__02",1,"Daman",TRUE,106260,102412,3848,4391,450,75170,864,3239,5747,2311,4205,293,586,2275,2248,4481,2011,0.963786937699981,0.0362130623000188,0.0413231695840392,0.00423489553924337,0.707415772633164,0.00813099943534726,0.0304818370035761,0.0540843214756258,0.0217485413137587,0.0395727460944852,0.00275738753999624,0.00551477507999247,0.0214097496706192,0.0211556559382646,0.0421701486918878
"pc2001__26__01",1,"Dadra & Nagar Haveli",TRUE,156933,130223,26710,47553,433,68854,928,5232,7046,1479,4491,277,733,2660,4783,12464,2011,0.829799978334703,0.170200021665297,0.303014662308119,0.00275913925050818,0.438747745853326,0.00591335155767111,0.0333390682648009,0.0448981412449899,0.00942440404503833,0.0286173080231691,0.00176508446279623,0.00467078307303117,0.0169499085597038,0.0304779746770915,0.0794224286797551
"pc2001__27__01",1,"Nandurbar",TRUE,792026,664070,127956,653147,490,19429,768,12110,21676,2519,10264,498,2308,8689,18346,41782,2011,0.838444697522556,0.161555302477444,0.824653483597761,0.000618666558926096,0.0245307603538268,0.000969665137255595,0.0152899020991735,0.0273677884311879,0.00318045114680579,0.0129591705322805,0.000628767237439175,0.00291404575102332,0.0109705994500181,0.0231633810001187,0.052753318704184
"pc2001__27__02",1,"Dhule",TRUE,935527,825297,110230,673547,616,46576,2040,28344,41880,5018,23116,1386,6214,19392,30572,56826,2011,0.882173363248736,0.117826636751264,0.719965324357287,0.000658452401694446,0.0497858426320138,0.00218058912249459,0.0302973618078367,0.0447662119853302,0.00536382167484209,0.024709067723326,0.0014815179038125,0.00664224549371638,0.0207284236585368,0.0326789071827964,0.0607422340563126
"pc2001__27__04",1,"Buldana",TRUE,1219761,1107866,111895,993676,617,30029,2244,25997,39554,4677,18872,1292,6793,19085,31200,45725,2011,0.908264815812278,0.091735184187722,0.814648115491477,0.000505836799176232,0.0246187572811395,0.00183970466345456,0.0213131916826329,0.0324276641079687,0.00383435771433912,0.0154718834263434,0.00105922389714051,0.0055691237873649,0.0156465077994788,0.0255787814170153,0.0374868519324687
"pc2001__27__05",1,"Akola",TRUE,768685,691551,77134,521256,367,34811,2967,30745,47385,5650,24874,2278,8064,20379,28627,41282,2011,0.899654604942207,0.100345395057794,0.678113921827537,0.000477438742788008,0.0452864307225977,0.0038598385554551,0.0399968777847883,0.0616442365858577,0.00735021497752656,0.032359158823185,0.00296350260509832,0.0104906431112875,0.0265115099162856,0.0372415228604695,0.0537047034871241
"pc2001__27__06",1,"Washim",TRUE,569690,502523,67167,477032,220,10463,918,10297,15506,1894,7754,368,2169,7679,12943,22447,2011,0.882099036317997,0.117900963682002,0.837353648475487,0.000386174937246573,0.0183661289473222,0.00161140269269252,0.0180747424037635,0.027218311713388,0.00332461514156822,0.0136109111973178,0.000645965349576085,0.00380733381312644,0.0134792606505292,0.0227193736944654,0.0394021309835174
"pc2001__27__07",1,"Amravati",TRUE,1236109,1061334,174775,874489,833,48150,4395,52116,64561,7566,33334,2485,10794,34199,45701,57486,2011,0.858608747286849,0.141391252713151,0.707452983515208,0.000673888791360632,0.0389528755150233,0.0035555116903121,0.042161330432834,0.0522292127959589,0.00612081944229837,0.026966877516465,0.00201034051204222,0.00873223963258904,0.0276666539924877,0.036971658648226,0.0465056075151949
"pc2001__27__08",1,"Wardha",TRUE,609383,530298,79085,418581,1206,39680,1902,27948,28980,3522,16000,1074,5244,17450,22744,25052,2011,0.870221190942314,0.129778809057686,0.686893136172161,0.0019790509416902,0.0651150425922613,0.00312118979361091,0.045862782519368,0.047556298748078,0.00577961643170223,0.0262560655613957,0.00176243840080869,0.00860542548774744,0.0286355215028972,0.037322997195524,0.0411104346527553
"pc2001__27__09",1,"Nagpur",TRUE,1868623,1654680,213943,641270,21688,258258,18930,179977,196176,29513,108444,15454,47115,113126,99282,139390,2011,0.885507670621629,0.114492329378371,0.343177837370085,0.0116064074989979,0.138207653443204,0.01013045435061,0.0963153081172607,0.10498425846198,0.0157939830559722,0.0580341781086929,0.00827026104248958,0.0252137536571047,0.0605397664483419,0.0531311024214087,0.0745950360238529
"pc2001__27__10",1,"Bhandara",TRUE,596808,413511,183297,439998,3474,35464,1192,22800,19800,2716,9172,738,4580,12490,18190,26194,2011,0.692871074114288,0.307128925885712,0.737252181606145,0.00582096754735191,0.0594227959410732,0.00199729226149784,0.038203241243415,0.0331764989745446,0.00455087733408399,0.0153684266966931,0.00123657859814212,0.0076741598638088,0.0209280036460637,0.0304788139569175,0.0438901623302637
"pc2001__27__11",1,"Gondiya",TRUE,666089,434991,231098,471933,1170,51880,1716,33356,22774,3014,11458,730,3468,12408,19706,32476,2011,0.6530523698785,0.3469476301215,0.708513426884395,0.00175652202633582,0.0778874895096601,0.00257623230529254,0.0500773920602202,0.0341906261775829,0.00452492084391125,0.0172019054510734,0.00109594964036337,0.00520651144216464,0.018628141284423,0.0295846350863023,0.0487562472882753
"pc2001__27__12",1,"Gadchiroli",TRUE,584227,392803,191424,477507,352,11548,854,13314,10310,1296,3934,384,1650,14368,16648,32062,2011,0.6723465365346,0.3276534634654,0.81733127705498,0.000602505532952089,0.0197662894730986,0.00146176058278717,0.0227890871185344,0.017647250127091,0.00221831582586905,0.00673368399611795,0.00065727876322046,0.00282424468571292,0.0245931803904989,0.0284957730471204,0.0548793534020167
