"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","migrants_total","migrants_recent_0_9","migrants_within_state_outside_place","migrants_within_district","migrants_other_district_same_state","migrants_interstate","migrants_outside_india","population_total_2011","census_year","migrant_stock_share_population","recent_0_9_migrant_share_population","interdistrict_migrant_share_population","interstate_migrant_share_population","recent_0_9_share_among_migrants","within_district_share_among_migrants","other_district_same_state_share_among_migrants","interstate_share_among_migrants","outside_india_share_among_migrants"
"pc2001__32__01",1,"Kasaragod",TRUE,690774,246157,625271,517582,107689,61075,4377,1307375,2011,0.52836714791089,0.188283392293718,0.12908614590305,0.0467157472033655,0.35634954413455,0.749278345739706,0.155896139692577,0.0884153138363633,0.00633637050612791
"pc2001__32__02",1,"Kannur",TRUE,1335216,513150,1280859,1104807,176052,44689,9401,2523003,2011,0.529216968826434,0.203388580988608,0.0874913743661819,0.0177126226167785,0.384319840385376,0.827436909084373,0.131852823812776,0.033469491078597,0.00704080837856946
"pc2001__32__03",1,"Wayanad",TRUE,494943,172049,470333,349419,120914,22995,1577,817420,2011,0.605494115632111,0.210478089598982,0.176052702405128,0.0281311932666194,0.347613765625537,0.705978264163752,0.244298838452105,0.0464598953818925,0.00318622548455075
"pc2001__32__04",1,"Kozhikode",TRUE,1799910,638966,1737715,1512440,225275,47710,14221,3086293,2011,0.583194790643662,0.207033486451222,0.0884507724963249,0.015458674856859,0.354998861054164,0.840286458767383,0.125159035729564,0.0265068808996005,0.00790095060308571
"pc2001__32__05",1,"Malappuram",TRUE,1862730,676575,1812994,1545326,267668,34297,15303,4112920,2011,0.452897211713333,0.16449991733367,0.0734186417435788,0.00833884442196785,0.363216891336909,0.829602787306802,0.143696617330477,0.0184122229201226,0.00821536132450758
"pc2001__32__06",1,"Palakkad",TRUE,1389287,470635,1302097,1039239,262858,79290,7816,2809934,2011,0.494419797760374,0.167489699046312,0.121763714023176,0.0282177446160657,0.338760097805565,0.748037662484425,0.189203526701106,0.0570724407555818,0.00562590738990576
"pc2001__32__07",1,"Thrissur",TRUE,1821649,640324,1747296,1488959,258337,53091,21050,3121200,2011,0.583637383057798,0.205153146225811,0.0997782904011278,0.0170098039215686,0.351507892025302,0.817368768626667,0.141814916045846,0.0291444729473131,0.0115554643073391
"pc2001__32__08",1,"Ernakulam",TRUE,1837383,658983,1740355,1371425,368930,80675,16063,3282388,2011,0.559770203888145,0.200763285754152,0.136974970661604,0.024578142498693,0.358653040765045,0.746401267454853,0.20079101635315,0.0439075576512899,0.00874232536166929
"pc2001__32__09",1,"Idukki",TRUE,677458,186700,629435,423114,206321,45315,2666,1108974,2011,0.610887180402787,0.168353811721465,0.22690883645604,0.0408620941518918,0.275589040206183,0.624561227411884,0.304551721287519,0.0668897555272799,0.00393529931006793
"pc2001__32__10",1,"Kottayam",TRUE,1299170,423556,1254000,964288,289712,32576,12464,1974551,2011,0.657957176087121,0.214507500692563,0.163220904398013,0.0164979278833517,0.326020459216269,0.742233887789897,0.222997760108377,0.025074470623552,0.00959381759123133
"pc2001__32__11",1,"Alappuzha",TRUE,1154093,325978,1116840,843753,273087,27735,9434,2127789,2011,0.542390716372723,0.153200340823268,0.141377739992076,0.0130346571018085,0.282453840375082,0.731096194154197,0.236624778072478,0.0240318587843441,0.00817438455999646
"pc2001__32__12",1,"Pathanamthitta",TRUE,719060,195608,680255,473722,206533,27317,11382,1197412,2011,0.600511770384797,0.163358977528202,0.19529618878047,0.0228133674958995,0.272032931883292,0.658807331794287,0.287226378883542,0.0379898756710149,0.0158289989708786
"pc2001__32__13",1,"Kollam",TRUE,1230997,383774,1189345,980843,208502,29144,12355,2635375,2011,0.46710506094958,0.145624057297349,0.09017540198264,0.011058767727553,0.311758680159253,0.796787482016609,0.169376529755962,0.0236751186233598,0.0100365801053942
"pc2001__32__14",1,"Thiruvananthapuram",TRUE,1550749,477895,1466722,1313601,153121,68514,15436,3301427,2011,0.469720820723887,0.144754071496962,0.0671330912360019,0.0207528441489089,0.308170438929833,0.847075187538409,0.0987400282057251,0.0441812311341165,0.00995389969621131
"pc2001__33__02",1,"Chennai",TRUE,1370604,374051,989895,0,989895,349500,31032,4646732,2011,0.294960845600736,0.0804976486700761,0.288244512487486,0.0752141505040532,0.272909607734984,0,0.722232679898789,0.254997066986526,0.0226411129691727
"pc2001__33__05",2,"Dharmapuri;Krishnagiri",TRUE,1229175,418818,1127301,823125,304176,98857,3006,3386652,2011,0.36294694583323,0.123667267850373,0.119006322468326,0.0291901854693071,0.340730978095064,0.669656476905241,0.24746354262005,0.080425488640755,0.0024455427420831
"pc2001__33__06",1,"Tiruvannamalai",TRUE,825047,221310,793995,589116,204879,27705,3345,2464875,2011,0.334721639028348,0.0897854860794158,0.0943593488513616,0.0112399208884832,0.268239263944963,0.714039321396236,0.248324034873165,0.0335799051447978,0.00405431448147802
"pc2001__33__08",1,"Salem",TRUE,1111989,384843,1066189,783347,282842,36905,8891,3482056,2011,0.319348396464617,0.110521772194359,0.0918270699839405,0.0105986233420715,0.346085258037624,0.704455709543889,0.25435683266651,0.0331882779415983,0.00799558269011654
"pc2001__33__09",1,"Namakkal",TRUE,828782,327002,799547,459926,339621,19460,9770,1726601,2011,0.480007830413628,0.189390600376115,0.207969878391128,0.0112706989049584,0.394557314227384,0.554942071618351,0.409783272320103,0.02348023967702,0.0117883834349684
"pc2001__33__11",1,"The Nilgiris",TRUE,368187,88364,276506,221558,54948,48084,43571,735394,2011,0.500666309488519,0.120158717639796,0.140104488206322,0.0653853580529621,0.239997609910182,0.601754000005432,0.149239381075377,0.130596680491163,0.118339322137935
"pc2001__33__13",1,"Dindigul",TRUE,761754,224226,744037,540879,203158,12485,5226,2159775,2011,0.352700628537695,0.103819147827899,0.0998451227558426,0.00578069474829554,0.294354870469994,0.7100441874936,0.266697647797058,0.0163898056327896,0.00686048251797824
"pc2001__33__14",1,"Karur",TRUE,535716,197080,523969,321502,202467,7923,3822,1064493,2011,0.503259298088386,0.185139780158254,0.197643385160823,0.00744297989747232,0.3678814894459,0.600135146234199,0.37793719060099,0.0147895526734314,0.00713437716999306
"pc2001__33__15",1,"Tiruchirappalli",TRUE,1249669,420939,1204220,806126,398094,27241,18180,2722290,2011,0.459050652208251,0.15462680316939,0.156241620106601,0.0100066488140499,0.336840395336685,0.645071614963642,0.31855955457005,0.021798572261935,0.0145478522712814
"pc2001__33__16",1,"Perambalur",TRUE,228531,77617,221251,130980,90271,3768,3284,565223,2011,0.404320064823972,0.13732102196832,0.166375041355359,0.00666639538730731,0.339634447842962,0.573138873938328,0.395005491596326,0.0164879163001956,0.0143700417011259
"pc2001__33__17",1,"Ariyalur",TRUE,324838,90803,320793,223848,96945,2437,1542,754894,2011,0.430309420925322,0.120285761974529,0.131650271428836,0.00322826780978521,0.279533182694143,0.689106570044145,0.298441069086745,0.00750220109716228,0.00474698157235299
"pc2001__33__18",1,"Cuddalore",TRUE,1150284,291238,1090501,873380,217121,53545,6155,2605914,2011,0.4414128785524,0.111760403451534,0.103866052371644,0.0205474931252528,0.253187908377409,0.759273362056675,0.188754255470823,0.0465493738937515,0.00535085248512541
"pc2001__33__20",1,"Thiruvarur",TRUE,602538,153074,583405,385061,198344,15436,3682,1264277,2011,0.476587013763598,0.1210763147633,0.169092690921372,0.0122093496915628,0.254048707301448,0.639065088011047,0.329180898134226,0.0256183012523691,0.00611081790692039
"pc2001__33__21",1,"Thanjavur",TRUE,1157271,386633,1129770,769457,360313,17567,9915,2405890,2011,0.48101575716263,0.160702692143032,0.15706453744768,0.00730166383334234,0.334090286544811,0.664889209182637,0.311347126126897,0.0151796770160144,0.00856756973949922
"pc2001__33__22",1,"Pudukkottai",TRUE,702796,224163,686220,508743,177477,4601,11969,1618345,2011,0.434268342040789,0.138513728531308,0.112508766672125,0.00284302790814072,0.318958844387276,0.723884313513452,0.252529894877034,0.00654670772172864,0.0170305465597414
"pc2001__33__23",1,"Sivaganga",TRUE,600537,180138,589712,432334,157378,5184,5641,1339101,2011,0.44846281199103,0.134521593218137,0.121396369653969,0.00387125392334111,0.299961534426688,0.719912345117786,0.26206212106831,0.00863227411466737,0.00939325969923585
"pc2001__33__24",1,"Madurai",TRUE,1207276,389368,1177638,823025,354613,20454,9174,3038252,2011,0.397358744435945,0.128155268226599,0.123448285395681,0.00673216046595213,0.322517800403553,0.681720667022288,0.29372985133474,0.016942273349259,0.00759892518363655
"pc2001__33__25",1,"Theni",TRUE,400674,135746,388187,295680,92507,10710,1776,1245899,2011,0.321594286535265,0.108954257126782,0.0828453991856483,0.0085962024209025,0.338794131887769,0.737956543224666,0.230878469778423,0.0267299600173707,0.00443253118495335
"pc2001__33__26",1,"Virudhunagar",TRUE,739970,252289,725349,517097,208252,9445,5154,1942288,2011,0.38097851605941,0.129892683268393,0.112082760126202,0.00486282157949799,0.34094490317175,0.698808059786208,0.281433031068827,0.0127640309742287,0.00696514723569874
"pc2001__33__27",1,"Ramanathapuram",TRUE,416291,100541,410087,348997,61090,2858,3334,1353445,2011,0.307578808152529,0.0742852498623882,0.0472483181806427,0.00211164842309809,0.241516150961707,0.838348655147481,0.14674830827474,0.00686538983547566,0.00800882075279072
"pc2001__33__30",1,"Kanniyakumari",TRUE,734919,212362,694668,644434,50234,36995,3253,1870374,2011,0.392926227588707,0.113539858873145,0.0466371966248462,0.0197794665665797,0.288959735698764,0.876877587870228,0.0683531110231196,0.0503388808834715,0.00442633814066584
"pc2001__34__01",1,"Yanam",TRUE,29980,14216,137,0,137,29809,34,55626,2011,0.538956603027361,0.255563944917844,0.538345378060619,0.535882500988746,0.474182788525684,0,0.00456971314209473,0.994296197464977,0.00113408939292862
"pc2001__34__03",1,"Mahe",TRUE,19964,9024,376,0,376,18651,933,41816,2011,0.477424909125694,0.215802563612015,0.45501721828965,0.446025444805816,0.452013624524143,0,0.0188339010218393,0.934231616910439,0.0467341214185534
"pc2001__34__04",1,"Karaikal",TRUE,101877,37484,49706,45645,4061,51316,839,200222,2011,0.50882020956738,0.187212194464145,0.276577998421752,0.2562955119817,0.367933881052642,0.448040283871728,0.0398617941242871,0.503705448727387,0.00823542114510635
"pc2001__35__01",2,"North  & Middle Andaman;South Andaman",TRUE,197763,86574,116096,85199,30897,77890,3747,343739,2011,0.575328955981137,0.251859695873904,0.316481400132077,0.226596341992035,0.437766417378377,0.430813650682888,0.156232460065836,0.393855271208467,0.0189469213149072
"pc2001__35__02",1,"Nicobars",TRUE,18578,9809,15022,11945,3077,3377,179,36842,2011,0.504261440746974,0.266245046414418,0.175180500515716,0.0916616904619727,0.527990095812251,0.642964797071805,0.165626009258262,0.181774141457638,0.00963505221229411
