"bin","instrument","treatment","n","specification_id","construct_id","analysis_scope","domain","margin","source_side","paper_role","label"
10,37.0983982085043,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-32.5160189134578,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-24.4834296391872,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-19.0940680616501,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-13.7247737651983,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-6.80224815296569,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,-0.137576927695176,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,9.72859315525486,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,24.1595608282374,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,29.5402143976425,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,33.3297470790195,"dise_emi_enrollment_share_total_0708",52,"unadjusted__dyen_noncognate_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-1.07336987154398,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.534596556727224,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.31025970676791,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.164467441121352,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.0528301820606787,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0530109726424066,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.188471356597232,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.320424787701634,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.524646299436002,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,1.04897034184387,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-37.0066611619938,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-11.0582734569535,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-7.26099343372047,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-4.57444538142979,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-1.68226878355494,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,1.24202873511916,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,4.3187268188033,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,8.34556030786005,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,15.3629154770973,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,32.3134108787727,"dise_emi_enrollment_share_total_0708",52,"region_main__distant_share","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-1.29124311960643,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.566510502595102,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.34379374023089,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.188032082273411,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.0636570441477343,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0800881261094549,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.221635022320179,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.375997811407894,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.561671957259856,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,1.21384357175618,"dise_emi_enrollment_share_total_0708",52,"region_main__top3_legacy","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-1.07344092618044,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.53442881919226,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
3,-0.310165281306265,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
4,-0.164677593318604,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
5,-0.0528480506556003,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
6,0.0531783905376883,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
7,0.188890629972169,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
8,0.320484334308703,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
9,0.524352897198418,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
10,1.04865441863619,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_hindi_urdu","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
1,-1.070369864627,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
2,-0.53183977248182,"dise_emi_enrollment_share_total_0708",52,"region_main__nonzero_mean_shastry","emi_total_0708","structural_iv","medium","enrollment_composition","administrative_equilibrium","formal_english_exposure","DISE 2007-08 English-medium enrollment / total enrollment"
